姓名,位置,年龄,ca,pa,国籍,俱乐部,角球,传中,盘带,射门,接球,任意球,头球,远射,界外球,盯人,传球,罚点球,抢断,技术,侵略性,预判,勇敢,镇定,集中,决断,意志力,想象力,领导力,无球跑动,防守站位,团队合作,视野,工作投入,爆发力,灵活,平衡,弹跳,体质,速度,耐力,强壮,稳定,肮脏,大赛,伤病,多样,制空能力,拦截传中,沟通,神经指数,手控球,大脚开球,一对一,反应,出击,击球倾向,手抛球的能力,适应性,雄心,争论,忠诚,抗压能力,职业,体育道德,情绪控制,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,身高,左脚,右脚,身价（欧元）,当前声望,本国声望,世界声望,种族,RCA,肤色,出生日期,国家队出场,国家队进球,工资（欧元）,UID,防守,身体,速度,创造,进攻,技术,制空,精神,拦截射门,身体,速度,精神,指挥防守,意外性,制空,大脚,球员习惯,二维码&球员名片&扫码填写评价,球员习惯,二维码&球员名片&扫码填写评价
Florian Lejeune,D C,34,148,148,France,Vallecano,4,10,10,7,14,13,15,14,5,16,14,7,14,14,14,14,15,15,15,14,16,7,13,7,16,15,12,14,10,10,13,14,18,12,15,16,15,14,14,7,10,2,2,3,1,1,3,1,1,1,2,3,12,16,7,12,11,18,10,14,1,1,20,1,1,1,8,1,1,1,1,1,1,1,190,12,20,"£300,000,000",7400,7400,5900,NorthernEuropean,148,6,1991/5/20,0,0,"£24,860",85063747,15.33 ,13.50 ,11.00 ,11.00 ,9.67 ,12.67 ,14.50 ,14.83 ,1.00 ,13.50 ,11.00 ,14.83 ,2.50 ,1.00 ,1.50 ,3.00 ,"远射
主罚远距离任意球
长距离传球
任意球大力攻门
喜欢将球转移到边路",#NAME?,,
Luis Milla,M C,30,148,148,Spain,Getafe,14,12,12,11,15,14,7,12,9,9,16,14,12,16,14,14,15,15,15,15,16,13,15,13,13,15,16,15,12,14,13,8,13,13,15,10,14,10,13,11,13,1,2,3,1,3,1,1,3,1,1,1,14,15,8,8,12,15,10,11,1,1,1,1,1,1,15,8,20,12,1,14,1,1,175,10,20,"£34,563,616",7400,7400,5900,MediterraneanHispanic,148,4,1994/10/7,0,0,"£50,949",67191561,11.33 ,13.00 ,12.50 ,15.00 ,13.00 ,14.33 ,7.50 ,15.00 ,2.00 ,13.00 ,12.50 ,15.00 ,2.50 ,1.00 ,2.00 ,1.00 ,"习惯简单短传配合
回撤拿球
后排插上进攻",#NAME?,,
Kobbie Mainoo,DM/M C,20,147,-9,"England,Ghana",Manchester United,9,9,14,13,15,8,10,9,4,9,14,13,12,16,13,14,13,16,12,14,13,12,7,14,12,15,13,14,13,17,16,12,15,13,14,12,13,8,14,3,14,3,1,1,2,3,3,3,1,1,1,1,18,8,3,11,15,16,14,17,1,1,1,10,1,10,18,1,20,10,1,15,1,1,183,14,20,"£76,606,000",7600,7250,6250,AfricanCaribbean,146,16,2005/4/19,10,0,"£10,000",2000123586,11.00 ,14.75 ,13.00 ,13.00 ,14.33 ,15.00 ,11.00 ,13.50 ,2.00 ,14.75 ,13.00 ,13.50 ,1.00 ,2.00 ,3.00 ,2.00 ,"中路带球突进
回撤拿球
撞墙式配合",#NAME?,,
Victor Froholdt,DM/M C,19,147,-85,Denmark,Futebol Clube do Porto,6,6,14,11,13,7,11,13,6,10,13,7,10,13,16,15,16,12,17,13,18,12,10,13,13,16,14,18,14,14,12,13,18,14,18,11,15,6,13,6,17,4,1,2,2,3,3,1,3,3,3,3,20,16,5,15,15,16,14,12,1,1,1,12,1,1,18,12,20,12,12,15,12,1,187,11,20,"£73,457,576",7600,7350,5000,NorthernEuropean,141,4,2006/2/25,2,0,"£22,901",2000202295,11.00 ,13.75 ,14.00 ,13.00 ,12.00 ,13.33 ,12.00 ,15.83 ,2.00 ,13.75 ,14.00 ,15.83 ,1.50 ,2.00 ,3.50 ,3.00 ,"中路带球突进
鼓动观众情绪",#NAME?,,
Kyle Walker,D/WB RC,35,147,164,England,Burnley,4,11,12,7,13,11,13,8,12,14,13,6,14,13,13,14,13,13,12,13,16,10,15,13,14,15,12,14,14,13,13,11,20,16,17,15,15,5,13,7,14,3,1,1,3,3,1,3,4,2,1,2,13,15,7,14,11,13,14,15,5,10,18,20,1,16,1,1,1,5,1,1,5,1,183,11,20,"£300,000,000",7350,7350,7000,MixedRace,144,11,1990/5/28,96,1,"£100,000",28009441,14.00 ,14.50 ,15.00 ,11.67 ,11.00 ,12.67 ,12.00 ,13.83 ,3.50 ,14.50 ,15.00 ,13.83 ,1.00 ,3.00 ,3.00 ,1.50 ,趟球变向加速过人,#NAME?,,
Benoît Badiashile,D C,24,147,163,"France,Democratic Republic of Congo",Chelsea,3,5,9,6,13,4,17,7,8,15,13,7,15,12,10,14,15,16,12,14,15,9,11,6,14,14,11,13,14,11,15,17,15,15,15,16,13,6,13,5,5,3,3,3,3,1,2,3,3,1,1,1,9,15,6,16,14,15,14,14,1,1,20,1,1,1,10,1,1,1,1,1,1,1,194,20,8,"£48,566,667",7300,6950,5750,AfricanCaribbean,147,17,2001/3/26,2,0,"£105,000",49038942,14.67 ,14.25 ,14.50 ,11.00 ,9.33 ,11.33 ,17.00 ,14.00 ,3.00 ,14.25 ,14.50 ,14.00 ,3.00 ,3.00 ,2.00 ,1.50 ,不喜欢倒地铲球,#NAME?,,
Anatolii Trubin,GK ,24,147,162,Ukraine,Sport Lisboa e Benfica,1,3,2,2,10,1,8,2,2,1,10,3,2,10,9,15,12,13,15,13,12,5,7,1,15,14,8,14,9,15,11,18,14,10,11,14,13,2,14,5,1,17,12,15,3,16,11,14,17,6,6,10,8,13,9,17,8,15,15,8,20,1,1,1,1,1,1,1,1,1,1,1,1,1,199,10,20,"£46,808,320",7250,7100,6000,NorthernEuropean,145,0,2001/8/1,20,0,"£63,809",71101334,6.00 ,12.75 ,9.50 ,7.67 ,5.33 ,7.33 ,13.00 ,13.50 ,15.50 ,12.75 ,9.50 ,13.50 ,13.50 ,3.00 ,16.50 ,10.50 ,,#NAME?,,
Mohammed Kudus,AM RLC,25,147,162,Ghana,Tottenham Hotspur,10,10,17,14,14,14,9,10,11,7,13,13,6,16,15,13,14,13,12,10,13,16,6,13,7,14,12,13,15,16,15,8,14,14,14,17,12,9,8,9,16,1,1,1,2,2,1,2,2,2,1,1,8,11,12,12,10,13,13,14,1,1,1,1,1,1,1,12,10,12,16,18,20,15,177,20,10,"£105,450,000",7100,7500,6300,AfricanCaribbean,141,16,2000/8/2,42,12,"£100,000",13200568,6.67 ,15.50 ,14.50 ,13.67 ,13.33 ,15.67 ,8.50 ,12.67 ,2.00 ,15.50 ,14.50 ,12.67 ,1.00 ,2.00 ,1.50 ,1.00 ,"插入对方禁区
尝试花式动作
经常带球",#NAME?,,
Georginio Rutter,AM/ST RC,23,147,161,"France,Martinique",Brighton & Hove Albion,6,10,15,11,14,8,12,12,5,6,14,12,8,15,8,14,12,14,9,14,13,16,10,13,8,15,14,15,13,14,14,12,13,14,14,14,13,9,9,7,8,2,3,1,1,2,2,1,2,2,3,2,14,13,8,14,11,13,8,8,1,1,1,1,1,1,1,1,1,1,12,20,17,19,182,20,16,"£66,780,000",7350,7150,6250,AfricanCaribbean,144,14,2002/4/20,0,0,"£60,000",49048380,7.33 ,14.00 ,13.50 ,14.67 ,12.67 ,14.67 ,12.00 ,12.83 ,1.50 ,14.00 ,13.50 ,12.83 ,2.00 ,1.00 ,2.00 ,2.00 ,"经常尝试传身后球
尝试花式动作
喜欢连续过多人
经常带球",#NAME?,,
Robert Sánchez,GK ,27,147,160,Spain,Chelsea,8,2,3,1,11,9,1,3,1,2,11,2,1,13,8,11,15,14,10,11,10,9,7,2,12,12,11,9,13,14,12,18,14,12,12,16,10,3,9,7,11,17,17,11,15,14,15,15,16,14,10,14,20,11,3,11,11,10,8,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,197,12,20,"£37,537,500",7350,7100,6000,MixedRace,145,14,1997/11/18,1,0,"£70,000",29156212,5.00 ,13.50 ,12.50 ,10.33 ,5.67 ,9.00 ,9.50 ,11.50 ,15.50 ,13.50 ,12.50 ,11.50 ,14.00 ,15.00 ,15.50 ,14.50 ,,#NAME?,,
Ivan Perišić,M/AM RL,36,147,159,Croatia,PSV,15,15,13,13,15,12,15,12,10,9,14,14,9,14,11,15,12,15,14,13,14,14,18,15,9,14,14,16,12,11,14,14,17,11,11,12,14,8,19,6,19,3,3,1,1,2,1,3,1,3,3,1,15,17,13,9,18,12,8,10,1,12,1,1,12,13,1,17,1,17,20,10,18,14,186,18,20,"£300,000,000",7350,7100,6350,NorthernEuropean,142,2,1989/2/2,144,36,"£28,086",34012563,9.00 ,12.00 ,11.50 ,14.00 ,14.33 ,14.00 ,14.50 ,13.67 ,2.00 ,12.00 ,11.50 ,13.67 ,2.00 ,1.00 ,2.50 ,1.00 ,"插入对方禁区
跑肋部空间接球
有机会就前插",#NAME?,,
Edmond Tapsoba,D C,26,147,156,Burkina Faso,Bayer 04 Leverkusen,3,7,12,6,13,8,13,9,13,15,15,15,15,13,13,15,14,15,13,14,15,11,11,8,15,14,15,12,13,12,15,15,14,14,14,14,15,6,13,6,11,3,3,1,2,3,3,2,2,3,1,1,16,13,6,12,12,15,14,15,5,1,20,10,1,1,14,1,12,1,1,1,1,1,192,10,20,"£34,303,872",7350,7250,6250,AfricanCaribbean,147,16,1999/2/2,52,1,"£82,868",13196616,15.00 ,13.75 ,13.50 ,13.67 ,9.67 ,12.67 ,14.00 ,14.17 ,2.00 ,13.75 ,13.50 ,14.17 ,2.00 ,2.00 ,3.00 ,2.00 ,"利用脚下技术将球带出危险区
不喜欢倒地铲球
把球带出防守区域",#NAME?,,
Mario Gila,D C,24,147,156,Spain,Capitolini Celesti,4,4,12,4,13,6,15,5,4,15,13,8,15,14,16,16,17,13,12,13,18,13,14,7,13,14,12,14,15,13,12,15,15,15,15,16,14,12,12,5,8,3,3,3,3,3,1,2,2,3,2,4,14,15,5,15,12,15,14,14,1,1,20,11,1,1,11,1,7,1,1,1,1,1,183,10,20,"£300,000,000",7350,7250,5250,MediterraneanHispanic,147,3,2000/8/29,0,0,"£21,272",67277455,14.33 ,14.00 ,15.00 ,12.67 ,8.00 ,13.00 ,15.00 ,15.00 ,2.00 ,14.00 ,15.00 ,15.00 ,3.00 ,3.00 ,3.00 ,2.50 ,,#NAME?,,
Nicolò Rovella,DM C,23,147,156,Italy,Capitolini Celesti,14,13,10,6,14,12,7,11,4,13,14,11,17,14,16,17,15,13,13,13,16,13,13,12,16,16,14,15,13,14,12,8,15,13,14,12,15,13,13,7,13,3,1,3,1,2,1,3,1,2,2,3,10,14,4,14,13,16,18,14,1,1,1,1,1,1,20,1,15,1,1,12,1,1,179,10,20,"£300,000,000",7350,7400,5500,MediterraneanHispanic,146,2,2001/12/4,0,0,"£61,491",43372892,15.33 ,13.00 ,13.00 ,13.67 ,10.33 ,12.67 ,7.50 ,15.00 ,2.00 ,13.00 ,13.00 ,15.00 ,2.00 ,1.00 ,2.50 ,2.00 ,"控制节奏
长时间控球
主罚远距离任意球
长距离传球",#NAME?,,
Teun Koopmeiners,DM/M/AM C,27,147,156,Netherlands,Juventus,13,14,12,13,14,16,10,16,11,11,15,16,14,14,13,14,11,13,13,12,13,10,11,14,14,15,14,13,12,12,15,12,14,12,15,14,12,10,12,6,13,3,3,2,2,3,1,1,3,3,2,2,14,16,8,12,10,18,16,10,1,1,1,1,1,1,17,10,20,10,1,18,1,12,183,20,12,"£27,216,030",7350,7300,6150,NorthernEuropean,145,0,1998/2/28,25,3,"£95,894",37057982,13.00 ,14.00 ,12.00 ,13.00 ,13.33 ,13.33 ,11.00 ,13.00 ,2.00 ,14.00 ,12.00 ,13.00 ,2.50 ,2.00 ,3.00 ,1.50 ,"远射
回撤拿球
长距离传球
喜欢将球转移到边路",#NAME?,,
Bryan Cristante,DM/M C,30,147,155,"Italy,Canada",Associazione Sportiva Roma,8,11,11,13,13,8,17,14,8,12,15,12,16,14,6,14,16,14,12,13,14,8,14,13,16,17,14,16,10,10,16,16,17,11,16,15,14,12,11,4,11,3,3,1,2,1,2,2,1,2,3,2,7,15,3,15,14,19,18,18,1,1,12,1,1,1,20,1,20,1,1,10,1,1,186,12,20,"£26,943,872",7350,7050,6300,MediterraneanHispanic,148,2,1995/3/3,43,2,"£86,254",43091113,14.67 ,14.25 ,10.50 ,12.33 ,13.33 ,12.67 ,16.50 ,14.33 ,1.50 ,14.25 ,10.50 ,14.33 ,2.00 ,2.00 ,2.00 ,2.00 ,"远射
大力射门
停球观察
长距离传球",#NAME?,,
Edon Zhegrova,M/AM RLC,26,147,155,"Kosovo,Albania",Juventus,12,14,16,13,17,10,4,13,5,4,14,12,6,16,7,14,14,14,12,12,11,17,9,14,5,12,11,12,15,17,15,7,12,16,12,8,12,8,14,11,8,3,2,1,1,2,3,1,3,2,4,1,8,18,14,8,17,13,8,7,1,1,1,1,1,12,1,14,1,18,15,17,20,14,181,20,8,"£28,648,452",7350,6500,5950,NorthAfricanMiddleEastern,141,3,1999/3/31,42,5,"£76,947",18104985,5.00 ,13.00 ,15.50 ,14.00 ,13.67 ,16.33 ,5.50 ,12.50 ,2.00 ,13.00 ,15.50 ,12.50 ,1.50 ,1.00 ,2.50 ,2.00 ,"弧线球射门
激怒对手
长时间控球
尝试花式动作
从右路内切",#NAME?,,
Jakub Kiwior,D LC,25,147,155,Poland,Arsenal,7,11,12,7,12,12,15,8,7,15,13,8,14,13,13,15,13,14,13,13,15,9,10,7,14,15,12,14,15,14,12,16,15,14,14,14,14,11,12,5,12,1,2,2,2,1,2,2,3,2,2,1,15,14,4,12,13,15,12,13,1,18,20,1,12,1,15,1,10,1,1,1,1,1,188,20,9,"£28,845,273",7350,7350,6250,NorthernEuropean,146,5,2000/2/15,35,2,"£58,000",96102946,14.33 ,13.50 ,14.50 ,11.33 ,9.33 ,12.33 ,15.50 ,14.00 ,2.50 ,13.50 ,14.50 ,14.00 ,2.00 ,2.00 ,1.00 ,1.50 ,"长距离传球
喜欢将球转移到边路",#NAME?,,
Orkun Kökçü,DM/M/AM C,24,147,155,"Türkiye,Netherlands",Sport Lisboa e Benfica,14,14,13,14,15,15,7,16,7,6,17,15,8,16,12,9,11,16,12,15,12,13,13,13,11,13,17,8,12,13,16,9,15,13,12,12,13,14,12,7,12,2,2,2,1,2,3,1,2,3,1,1,11,16,20,6,13,9,11,8,1,1,1,1,1,1,16,1,20,1,1,17,1,1,175,14,20,"£42,989,961",7300,7300,6700,NorthAfricanMiddleEastern,143,5,2000/12/29,41,3,"£31,543",37061602,8.33 ,13.25 ,12.50 ,15.67 ,14.33 ,14.67 ,8.00 ,12.00 ,1.50 ,13.25 ,12.50 ,12.00 ,2.00 ,1.00 ,2.00 ,2.00 ,远射,#NAME?,,
Raoul Bellanova,D/WB/M R,25,147,155,Italy,Bergamo,8,14,14,8,13,5,11,6,10,13,14,5,11,14,12,14,14,12,13,13,13,10,7,14,12,10,13,13,16,14,13,12,15,17,15,14,13,7,12,6,13,3,2,2,2,2,3,1,2,1,3,2,10,15,4,12,11,15,15,14,1,12,11,19,12,20,1,10,1,19,1,1,1,1,188,9,20,"£21,635,092",7350,7350,5750,MediterraneanHispanic,141,4,2000/5/17,0,0,"£55,342",43295110,12.00 ,14.00 ,16.50 ,12.33 ,11.33 ,13.67 ,11.50 ,12.83 ,1.50 ,14.00 ,16.50 ,12.83 ,2.00 ,2.00 ,2.50 ,2.50 ,沿右路带球突进,#NAME?,,
Trevoh Chalobah,D RC,26,147,155,"England,Sierra Leone",Chelsea,6,11,10,8,14,10,13,9,6,14,12,6,16,13,12,14,13,14,14,14,15,12,8,8,14,15,12,15,16,12,14,15,15,15,14,13,14,3,15,5,16,1,2,3,4,2,1,3,3,3,2,3,11,12,4,12,14,18,15,19,1,10,20,15,1,10,14,1,12,1,1,1,1,1,192,12,20,"£40,950,000",7350,7350,6250,AfricanCaribbean,146,15,1999/7/5,1,0,"£100,000",28103591,14.67 ,13.25 ,15.50 ,12.00 ,10.00 ,12.33 ,14.00 ,14.17 ,3.00 ,13.25 ,15.50 ,14.17 ,2.50 ,4.00 ,1.50 ,2.00 ,把球带出防守区域,#NAME?,,
Lewis Dunk,D C,33,147,154,England,Brighton & Hove Albion,5,7,9,6,13,9,13,5,6,14,14,10,16,13,13,15,17,15,16,16,14,8,16,7,16,15,13,14,10,10,10,15,13,12,15,14,15,13,15,6,14,3,2,1,2,1,1,1,1,1,3,1,14,14,5,16,9,15,13,11,1,1,20,1,1,1,1,1,1,1,1,1,1,1,192,11,20,"£9,569,676",7450,7300,6250,NorthernEuropean,146,6,1991/11/21,6,0,"£87,000",29036189,15.33 ,12.25 ,11.00 ,11.67 ,9.33 ,11.67 ,14.00 ,15.50 ,1.00 ,12.25 ,11.00 ,15.50 ,1.50 ,2.00 ,2.00 ,1.00 ,把球带出防守区域,#NAME?,,
Robin Gosens,D/WB/M L,31,147,154,"Germany,Netherlands",ACF Fiorentina,11,14,11,13,11,8,16,12,14,12,13,11,14,11,16,16,16,12,13,14,17,10,14,17,13,16,13,18,13,13,14,15,15,14,15,13,15,12,16,10,15,2,2,3,2,3,4,1,4,4,3,3,15,16,5,10,15,17,14,12,1,19,1,10,20,10,8,19,10,10,11,10,8,1,183,20,8,"£300,000,000",7350,6900,5900,NorthernEuropean,145,2,1994/7/5,24,2,"£61,491",37041773,13.00 ,13.75 ,13.50 ,12.00 ,14.00 ,11.00 ,15.50 ,15.33 ,2.50 ,13.75 ,13.50 ,15.33 ,2.50 ,2.00 ,2.50 ,3.50 ,"插入对方禁区
有机会就前插
大力射门
倒地铲球",#NAME?,,
Álex Berenguer,WB/M/AM RL,30,147,153,"Spain,Pays Basque",A. Bilbao,14,13,15,13,14,12,7,10,7,8,13,8,9,14,10,12,12,13,12,12,14,14,8,14,9,12,14,13,15,15,14,7,13,14,13,11,12,10,12,7,18,3,1,2,3,1,3,4,3,2,1,1,13,13,2,11,12,12,13,12,1,12,1,8,17,12,1,19,1,15,20,14,15,10,175,12,20,"£51,852,408",7350,7350,6350,MediterraneanHispanic,138,6,1995/7/4,0,0,"£21,522",67157520,8.67 ,13.25 ,14.50 ,13.67 ,13.33 ,14.33 ,7.00 ,12.33 ,3.50 ,13.25 ,14.50 ,12.33 ,1.50 ,3.00 ,2.00 ,2.00 ,"有机会就前插
经常带球",#NAME?,,
Carlos Augusto,D/WB/M LC,26,147,153,"Brazil,Italy",Blu-neri Milano,10,14,12,12,13,10,14,13,18,13,14,9,14,14,14,14,14,14,12,12,15,13,9,15,13,14,12,15,15,14,13,13,12,15,14,12,13,7,12,9,14,2,1,2,3,2,3,3,2,2,2,3,14,14,6,13,14,16,12,13,1,20,16,1,20,1,1,17,1,1,1,1,1,1,184,20,8,"£24,351,186",7350,6500,6200,NorthernEuropean,142,2,1999/1/7,2,0,"£46,866",19350649,13.33 ,13.25 ,15.00 ,13.00 ,13.67 ,13.00 ,13.50 ,13.50 ,2.50 ,13.25 ,15.00 ,13.50 ,1.50 ,3.00 ,2.00 ,3.00 ,喜欢掷长距离界外球,#NAME?,,
Isak Hien,D C,26,147,153,"Sweden,Ghana,Burkina Faso",Bergamo,7,8,10,7,10,7,15,7,9,17,11,5,16,10,17,14,16,10,12,13,15,8,8,8,13,13,9,14,14,13,14,17,12,15,16,17,14,14,12,6,14,2,1,2,1,3,2,3,1,2,1,1,14,13,8,11,15,14,14,15,1,10,20,12,8,10,1,6,1,6,6,1,6,8,191,7,20,"£22,907,742",7350,7250,5850,AfricanCaribbean,145,12,1999/1/13,21,0,"£27,754",93083839,15.33 ,15.00 ,14.50 ,9.33 ,8.33 ,10.00 ,16.00 ,13.83 ,2.00 ,15.00 ,14.50 ,13.83 ,1.50 ,1.00 ,2.50 ,1.50 ,把球带出防守区域,#NAME?,,
Clément Lenglet,D C,30,147,152,France,A. Madrid,9,11,12,8,14,10,15,10,10,15,15,8,15,14,12,15,13,15,13,14,14,10,12,11,14,15,14,14,12,13,13,15,14,14,15,14,14,9,13,10,9,1,1,1,2,1,2,1,2,3,2,4,13,14,8,12,12,16,15,9,1,12,20,1,1,1,1,1,1,1,1,1,1,1,186,20,8,"£29,400,312",7350,7350,6650,NorthernEuropean,149,5,1995/6/17,16,1,"£58,656",85078880,14.67 ,13.75 ,13.00 ,13.00 ,11.33 ,13.33 ,15.00 ,14.00 ,1.50 ,13.75 ,13.00 ,14.00 ,1.00 ,2.00 ,1.00 ,3.00 ,不喜欢传身后球,#NAME?,,
Fikayo Tomori,D C,27,147,152,"England,Canada,Nigeria",Casciavit Milano,4,7,9,7,11,8,14,7,13,15,12,7,16,11,17,16,14,11,13,12,14,7,12,10,14,13,11,14,16,13,13,13,15,16,16,15,14,13,14,7,8,1,2,3,1,3,1,3,2,1,2,1,15,16,10,13,13,13,15,11,1,10,20,12,1,10,1,1,1,1,1,1,1,1,185,11,20,"£20,825,220",7350,6900,6500,AfricanCaribbean,146,17,1997/12/19,5,0,"£74,620",28097980,15.00 ,14.25 ,16.00 ,10.00 ,9.33 ,10.33 ,13.50 ,13.67 ,2.50 ,14.25 ,16.00 ,13.67 ,2.50 ,1.00 ,2.00 ,1.00 ,长距离传球,#NAME?,,
Mario Pašalić,M/AM C,30,147,152,"Croatia,Germany",Bergamo,8,11,13,13,15,7,12,14,6,8,15,13,12,14,13,16,12,12,12,15,13,11,11,16,9,14,14,13,13,13,14,14,13,13,13,12,14,12,12,8,14,4,1,2,3,1,2,2,4,2,3,1,15,16,6,17,13,17,14,15,1,1,1,1,1,1,14,1,20,1,10,20,12,12,188,16,20,"£19,783,960",7350,7150,5900,NorthernEuropean,145,3,1995/2/9,76,11,"£61,491",24021244,9.67 ,13.00 ,13.00 ,13.33 ,13.67 ,14.00 ,13.00 ,13.67 ,3.00 ,13.00 ,13.00 ,13.67 ,1.50 ,3.00 ,2.50 ,1.50 ,"插入对方禁区
跑肋部空间接球
有机会就前插",#NAME?,,
Taty Castellanos,ST ,26,147,152,"Argentina,United States",Capitolini Celesti,4,10,12,14,15,12,18,12,4,4,13,14,7,14,17,16,15,12,12,13,18,14,10,15,8,17,13,15,14,16,16,13,15,14,13,14,13,8,12,4,8,4,3,2,3,1,4,3,2,2,3,3,13,15,7,12,10,14,10,11,1,1,1,1,1,1,1,1,1,1,8,8,8,20,179,10,20,"£300,000,000",7350,6100,5750,NativeAmerican,147,10,1998/10/3,2,0,"£38,390",75042244,6.33 ,14.75 ,14.00 ,13.33 ,13.67 ,13.67 ,15.50 ,15.17 ,2.50 ,14.75 ,14.00 ,15.17 ,2.50 ,3.00 ,2.50 ,3.50 ,尝试倒勾球,#NAME?,,
Georges Mikautadze,ST L,24,147,151,"Georgia,France",Villarreal,11,11,13,17,14,12,12,12,6,6,13,16,6,15,11,13,14,16,12,14,14,15,9,15,7,14,15,14,15,15,14,9,13,15,12,11,13,10,12,8,12,4,3,3,1,1,1,3,1,3,3,2,9,16,8,12,12,14,12,11,1,1,1,1,1,1,1,1,1,1,15,13,13,20,176,12,20,"£51,904,256",7350,6750,5850,MediterraneanHispanic,146,2,2000/10/31,37,20,"£57,132",49043189,6.33 ,13.00 ,15.00 ,14.33 ,16.00 ,14.00 ,10.50 ,13.50 ,2.00 ,13.00 ,15.00 ,13.50 ,3.00 ,1.00 ,2.50 ,1.50 ,"跑肋部空间接球
角度刁钻的射门
喜欢过顶球吊射
喜欢从双侧内切",#NAME?,,
Mathías Olivera,D/WB/M LC,27,147,151,"Uruguay,Spain",Parthenope,11,13,12,9,13,9,15,10,13,13,13,8,16,12,11,15,15,13,13,13,14,11,10,12,14,14,12,15,14,13,14,13,13,14,14,15,14,11,12,8,13,1,2,1,1,2,2,2,2,1,3,2,13,12,7,11,13,13,10,9,1,20,17,1,18,1,1,16,1,1,1,1,1,1,184,20,9,"£24,351,186",7350,6900,6000,MediterraneanHispanic,144,6,1997/10/31,30,2,"£42,545",78076343,14.33 ,14.00 ,14.00 ,12.00 ,11.33 ,12.33 ,14.00 ,14.00 ,2.00 ,14.00 ,14.00 ,14.00 ,1.50 ,1.00 ,1.50 ,2.00 ,,#NAME?,,
Tyler Adams,DM/M C,26,147,151,United States,AFC Bournemouth,5,10,11,6,13,5,8,8,11,14,14,5,16,12,16,15,15,12,13,14,15,9,13,12,16,15,12,18,14,14,14,10,17,13,17,14,15,12,15,7,16,2,1,3,1,3,1,1,3,2,2,3,15,16,4,11,13,15,16,12,1,12,1,13,12,14,20,1,20,10,1,1,10,1,175,12,20,"£47,547,500",7350,7100,6500,MixedRace,146,13,1999/2/14,50,2,"£60,000",72044918,15.33 ,14.75 ,13.50 ,11.67 ,10.00 ,12.00 ,9.00 ,14.50 ,2.00 ,14.75 ,13.50 ,14.50 ,2.00 ,1.00 ,2.50 ,2.00 ,,#NAME?,,
Andrei Raţiu,D/WB R,27,147,150,Romania,Vallecano,5,12,14,7,10,7,8,11,14,12,11,6,12,14,13,13,15,9,12,13,14,16,8,11,12,13,11,15,16,13,13,11,13,18,17,14,13,13,13,4,15,1,3,2,2,3,1,3,2,1,3,2,14,15,11,11,14,14,11,13,1,10,1,20,10,19,1,1,1,14,1,1,13,1,183,10,20,"£21,605,170",7350,7350,6500,MediterraneanHispanic,135,5,1998/6/20,31,1,"£8,286",67217491,12.00 ,14.25 ,17.00 ,12.67 ,9.00 ,12.67 ,9.50 ,13.33 ,2.50 ,14.25 ,17.00 ,13.33 ,2.50 ,2.00 ,2.00 ,1.50 ,"有机会就前插
激怒对手
趟球变向加速过人
尝试花式动作",#NAME?,,
Jhon Lucumí,D C,27,147,150,Colombia,Bologna FC 1909,5,12,12,7,12,5,12,8,11,15,15,8,16,13,15,16,14,13,13,11,13,13,13,13,16,14,13,14,14,12,17,13,16,14,15,15,14,14,13,8,12,2,1,3,1,1,3,3,3,2,1,1,16,17,10,10,12,17,13,14,1,11,20,1,7,1,9,1,1,1,1,1,1,1,185,20,12,"£16,799,012",7350,7000,5100,AfricanCaribbean,147,15,1998/6/26,29,0,"£15,954",76042952,15.67 ,14.75 ,14.00 ,13.67 ,11.00 ,12.33 ,12.50 ,13.50 ,3.00 ,14.75 ,14.00 ,13.50 ,2.00 ,1.00 ,1.50 ,2.00 ,"经常带球
把球带出防守区域",#NAME?,,
Santi Comesaña,DM/M C,28,147,150,Spain,Villarreal,9,10,11,11,14,7,14,10,7,12,16,7,13,15,12,15,13,12,14,15,14,11,14,13,15,15,15,15,13,13,12,13,15,13,14,14,13,12,12,8,13,2,1,1,2,4,1,2,2,2,2,2,14,15,7,12,12,14,10,8,1,1,9,1,1,1,18,1,20,1,1,12,1,1,184,12,20,"£51,774,488",7350,7350,5850,MediterraneanHispanic,146,5,1996/10/5,0,0,"£57,132",67224142,13.33 ,13.25 ,13.00 ,14.00 ,12.00 ,13.33 ,13.50 ,14.33 ,2.00 ,13.25 ,13.00 ,14.33 ,1.00 ,2.00 ,3.00 ,1.50 ,"习惯简单短传配合
控制节奏
后排插上进攻",#NAME?,,
Tim Kleindienst,ST ,29,147,150,Germany,Borussia Mönchengladbach,2,7,11,15,12,6,17,12,13,8,11,14,9,12,16,14,18,12,15,13,18,12,16,12,8,16,12,19,11,10,16,17,16,14,16,16,16,16,16,10,8,3,3,1,1,3,3,1,1,1,1,3,8,13,6,12,16,16,8,8,1,1,1,1,1,1,1,1,1,1,14,14,14,20,194,20,17,"£29,400,316",7350,7350,5750,NorthernEuropean,146,4,1995/8/31,6,4,"£41,434",92065436,8.33 ,14.50 ,12.50 ,11.67 ,13.00 ,11.67 ,17.00 ,15.67 ,1.00 ,14.50 ,12.50 ,15.67 ,2.00 ,1.00 ,3.00 ,3.00 ,角度刁钻的射门,#NAME?,,
